Id,LotFrontage,LotArea,LotArea - delete,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
404,93,12090.34716,12090,Corner,1Fam,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,650,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1141,1141,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,1998,Fin,2,420,TA,144,123,0,0,0,0,NA,0,7,2006,258000
405,,10364.76278,10364,Inside,1Fam,2Story,6,5,1995,1996,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,806,806,Y,SBrkr,806,766,0,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,1995,Fin,2,373,TA,0,40,0,0,0,0,NA,0,5,2007,168000
406,,9991.945183,9991,Corner,1Fam,1Story,4,4,1976,1993,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,BLQ,1116,0,165,1281,Y,SBrkr,1620,0,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,1993,Unf,2,490,TA,120,78,0,0,0,0,NA,0,6,2009,150000
407,51,10480.65495,10480,Inside,1Fam,1.5Fin,6,5,1936,1950,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,1064,1064,Y,FuseA,1166,0,473,1639,0,0,1,0,3,1,TA,6,Maj2,0,NA,1936,Unf,1,240,TA,0,0,0,0,0,0,NA,0,3,2008,115000
408,63,15576.61903,15576,Inside,1Fam,2Story,6,7,1915,1976,Wd Sdng,Plywood,None,0,TA,TA,BrkTil,Gd,TA,No,Unf,0,0,840,840,Y,SBrkr,840,840,0,1680,0,0,2,0,4,1,TA,8,Typ,0,NA,1960,Unf,1,308,TA,0,0,160,0,0,0,NA,0,3,2008,177000
409,109,14154.36226,14154,Corner,1Fam,2Story,7,5,2006,2006,VinylSd,VinylSd,BrkFace,350,Gd,TA,PConc,Ex,Gd,No,Unf,0,0,1063,1063,Y,SBrkr,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,2006,RFn,3,947,TA,192,62,0,0,0,0,NA,0,8,2007,280000
410,85,10800.82105,10800,Inside,1Fam,2Story,8,5,2007,2008,VinylSd,VinylSd,Stone,100,Gd,TA,PConc,Ex,TA,No,GLQ,789,0,245,1034,Y,SBrkr,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,2008,Fin,3,836,TA,0,102,0,0,0,0,NA,0,4,2008,339750
411,68,9571.77977,9571,Inside,1Fam,1Story,5,3,1958,1958,BrkComm,Brk Cmn,None,0,TA,Fa,CBlock,TA,Fa,No,Unf,0,0,1276,1276,Y,FuseA,1276,0,0,1276,0,0,1,0,3,1,TA,5,Mod,0,NA,1958,Unf,1,350,TA,0,0,0,0,0,0,NA,0,6,2009,60000
412,100,34650.95346,34650,Inside,2fmCon,1Story,5,5,1955,1955,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,0,0,1056,N,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,5,Typ,0,NA,1955,Fin,2,572,TA,264,0,0,0,0,0,NA,0,1,2006,145000
413,,4403.223916,4403,Inside,1Fam,1Story,7,5,2009,2009,MetalSd,MetalSd,Stone,432,Ex,TA,PConc,Ex,TA,Av,GLQ,578,0,892,1470,Y,SBrkr,1478,0,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,2009,Fin,2,484,TA,0,144,0,0,0,0,NA,0,6,2010,222000
414,56,8960.116412,8960,Inside,1Fam,1Story,5,6,1927,1950,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,1008,1008,Y,FuseA,1028,0,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,1927,Unf,2,360,TA,0,0,130,0,0,0,NA,0,3,2010,115000
415,59,11228.36086,11228,CulDSac,1Fam,2Story,7,5,1993,1993,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,BLQ,50,531,499,1080,Y,SBrkr,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,1993,Unf,3,678,TA,196,187,0,0,0,0,NA,0,12,2008,228000
416,73,8899.046522,8899,Inside,1Fam,1Story,7,5,2007,2007,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,0,1316,1340,Y,SBrkr,1340,0,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,NA,2007,Fin,2,396,TA,100,30,0,0,0,0,NA,0,8,2007,181134
417,74,7844.671973,7844,Inside,1Fam,2Story,6,7,1978,1978,HdBoard,HdBoard,BrkFace,203,TA,TA,CBlock,TA,TA,No,ALQ,209,0,463,672,Y,SBrkr,672,728,0,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,1978,Fin,2,440,TA,0,0,0,0,0,0,NA,0,3,2006,149500
418,86,22420.2391,22420,Inside,1Fam,2Story,6,6,1918,1950,Wd Sdng,Stucco,None,0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,0,242,1370,N,FuseA,1370,1254,0,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,1918,Unf,3,864,TA,0,0,0,0,0,0,NA,0,11,2007,239000
419,60,8160.046846,8160,Inside,1Fam,1.5Fin,5,6,1940,1950,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,312,0,444,756,N,FuseF,756,378,0,1134,1,0,1,1,3,1,TA,7,Typ,0,NA,1940,Unf,1,240,TA,0,0,0,0,0,0,NA,0,4,2007,126000
420,65,8450.139611,8450,Inside,1Fam,1Story,5,6,1968,1968,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,775,0,281,1056,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,1968,Unf,1,304,TA,0,85,184,0,0,0,NA,0,7,2010,142000
421,78,7060.72713,7060,Inside,Duplex,SFoyer,7,5,1997,1998,VinylSd,VinylSd,BrkFace,200,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,0,35,1344,Y,SBrkr,1344,0,0,1344,2,0,2,0,2,2,TA,8,Typ,0,NA,1997,Fin,4,784,TA,0,0,0,0,0,0,NA,0,11,2008,206300
422,,16635.02988,16635,FR2,1Fam,1Story,6,7,1977,2000,CemntBd,CmentBd,Stone,126,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,0,356,1602,Y,SBrkr,1602,0,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,1977,Fin,2,529,TA,240,0,0,0,0,0,NA,0,6,2009,215000
423,100,21750.27465,21750,Inside,1Fam,1Story,5,5,1954,1954,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,988,988,Y,FuseA,988,0,0,988,0,0,1,0,2,1,TA,4,Typ,0,NA,1954,RFn,2,520,TA,0,0,0,0,0,0,NA,0,2,2008,113000
424,80,9200.81201,9200,Inside,1Fam,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,473,Gd,TA,PConc,Gd,TA,No,GLQ,986,0,484,1470,Y,SBrkr,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,1998,Fin,3,696,TA,0,66,0,0,0,0,NA,0,6,2008,315000
425,72,9000.876623,9000,Inside,1Fam,1Story,6,5,1956,1956,Wd Sdng,Wd Sdng,BrkFace,74,TA,TA,CBlock,Gd,TA,No,LwQ,616,0,580,1196,Y,FuseA,1196,0,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,1956,RFn,1,297,TA,0,44,0,0,0,0,NA,0,5,2008,139000
426,60,3378.874862,3378,Inside,1Fam,2Story,7,8,1946,1992,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,0,651,651,Y,SBrkr,707,682,0,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,1947,Unf,1,240,TA,0,0,126,0,0,0,NA,0,9,2009,135000
427,,12800.20463,12800,Inside,1Fam,SLvl,7,5,1989,1989,Wd Sdng,Wd Sdng,BrkFace,145,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,0,0,1518,Y,SBrkr,1644,0,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,1989,Fin,2,569,TA,80,0,0,0,396,0,NA,0,8,2009,275000
428,77,8593.010088,8593,Inside,1Fam,1Story,4,6,1957,1957,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,288,0,619,907,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,TA,5,Typ,0,NA,1964,Unf,1,352,TA,0,0,0,0,0,0,NA,0,7,2008,109008
429,64,6762.240734,6762,Inside,1Fam,1Story,7,5,2007,2007,VinylSd,VinylSd,BrkFace,108,Gd,TA,PConc,Gd,TA,No,GLQ,664,0,544,1208,Y,SBrkr,1208,0,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,NA,2007,RFn,2,628,TA,105,54,0,0,0,0,NA,0,9,2007,195400
430,130,11457.40044,11457,Corner,1Fam,1Story,6,5,1988,1988,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,0,387,1392,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,1988,Unf,2,576,TA,0,0,169,0,0,0,NA,0,3,2009,175000
431,21,1680.204911,1680,Inside,Twnhs,2Story,6,5,1971,1971,HdBoard,HdBoard,BrkFace,232,TA,TA,CBlock,TA,TA,No,ALQ,387,0,96,483,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,4,Typ,0,NA,1971,Unf,1,264,TA,0,0,0,0,0,0,NA,0,7,2008,85400
432,60,5586.834394,5586,Inside,1Fam,1.5Fin,6,7,1920,1998,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,901,901,Y,SBrkr,1088,110,0,1198,0,0,1,0,4,1,TA,7,Typ,0,NA,NA,NA,0,0,NA,0,98,0,0,0,0,NA,0,9,2008,79900
433,24,1920.647645,1920,Inside,TwnhsE,2Story,5,5,1971,1971,HdBoard,HdBoard,BrkFace,376,TA,TA,CBlock,TA,TA,No,ALQ,471,0,294,765,Y,SBrkr,765,600,0,1365,1,0,1,1,2,1,TA,6,Min1,0,NA,1971,Unf,2,440,TA,240,36,0,0,0,0,NA,0,8,2007,122500
434,100,10839.88792,10839,Corner,1Fam,2Story,6,5,1997,1998,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,926,926,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,1997,Fin,2,470,TA,0,36,0,0,0,0,NA,0,7,2008,181000
435,21,1890.297807,1890,Inside,Twnhs,SFoyer,4,7,1972,1972,CemntBd,CmentBd,None,0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,0,135,630,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,NA,NA,NA,0,0,NA,88,0,0,0,0,0,NA,0,6,2008,81000
436,43,10667.06411,10667,CulDSac,1Fam,2Story,7,6,1996,1996,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,344,70,799,Y,SBrkr,827,834,0,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,1996,RFn,2,550,TA,158,61,0,0,0,0,NA,0,4,2009,212000
437,40,4400.719313,4400,Inside,1Fam,1.5Fin,6,8,1920,1950,Stucco,Stucco,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,0,648,648,Y,FuseA,734,384,0,1118,0,0,1,0,2,1,TA,6,Typ,0,NA,1990,Unf,2,440,TA,0,0,0,0,0,0,NA,0,10,2006,116000
438,50,6000.081139,6000,Inside,1Fam,1.5Unf,6,7,1926,2004,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,TA,TA,No,Unf,0,0,884,884,Y,SBrkr,904,0,0,904,0,0,1,0,2,1,TA,4,Typ,0,NA,1926,Unf,1,180,TA,0,0,105,0,0,0,NA,0,1,2009,119000
439,40,4280.77486,4280,Inside,1Fam,1Story,5,6,1913,2002,WdShing,Stucco,None,0,TA,TA,PConc,TA,TA,No,LwQ,365,0,75,440,N,SBrkr,694,0,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,1990,Unf,1,352,Gd,0,0,34,0,0,0,NA,0,3,2007,90350
440,67,12354.26248,12354,Corner,1Fam,1.5Fin,6,8,1920,2000,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,0,684,684,Y,SBrkr,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,NA,2005,Unf,2,528,TA,0,46,0,0,0,0,Shed,800,8,2009,110000
441,105,15431.31814,15431,Inside,1Fam,1Story,10,5,2008,2008,VinylSd,VinylSd,Stone,200,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,539,788,3094,Y,SBrkr,2402,0,0,2402,1,0,2,0,2,1,Ex,10,Typ,2,Gd,2008,Fin,3,672,TA,0,72,0,0,170,0,NA,0,4,2009,555000
442,92,12108.50253,12108,Inside,Duplex,1Story,4,4,1955,1955,VinylSd,VinylSd,BrkFace,270,TA,TA,CBlock,TA,TA,No,ALQ,133,0,1307,1440,N,FuseF,1440,0,0,1440,0,0,2,0,4,2,Fa,8,Typ,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,9,2008,118000
443,52,6240.137513,6240,Inside,1Fam,1.5Fin,5,7,1930,1992,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,0,1078,1078,Y,SBrkr,1128,445,0,1573,0,0,2,0,3,1,TA,8,Typ,1,Gd,1930,Unf,2,360,TA,0,0,0,0,0,0,NA,0,6,2008,162900
444,53,3922.577443,3922,Inside,TwnhsE,1Story,7,5,2006,2007,WdShing,Wd Shng,BrkFace,72,Gd,TA,PConc,Ex,TA,Av,Unf,0,0,1258,1258,Y,SBrkr,1258,0,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,Gd,2007,Fin,3,648,TA,144,16,0,0,0,0,NA,0,6,2007,172500
445,70,8750.60754,8750,Inside,1Fam,2Story,7,5,1994,1995,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,0,273,915,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,1994,Unf,2,493,TA,144,133,0,0,0,0,NA,0,7,2008,210000
446,73,9855.742143,9855,Corner,1Fam,1Story,6,5,1956,1956,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,0,1436,1436,Y,SBrkr,1689,0,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,1956,Unf,2,480,TA,0,0,0,0,0,0,NA,0,11,2009,127500
447,137,16492.6267,16492,Corner,1Fam,1Story,6,6,1966,2002,BrkFace,Plywood,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,247,713,557,1517,Y,SBrkr,1888,0,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,Gd,1966,Fin,2,578,TA,0,0,0,0,0,0,NA,0,6,2010,190000
448,,11214.02831,11214,Corner,1Fam,2Story,7,5,1998,1999,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,930,930,Y,SBrkr,956,930,0,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,1998,Fin,2,431,TA,89,0,0,0,0,0,NA,0,7,2006,199900
449,50,8600.538965,8600,Inside,1Fam,1.5Fin,6,6,1937,1950,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,780,780,Y,SBrkr,780,596,0,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,1937,Unf,1,198,TA,0,0,0,0,0,0,NA,0,6,2006,119500
450,50,6000.43856,6000,Inside,1Fam,1.5Fin,3,7,1948,2002,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,331,0,318,649,Y,SBrkr,679,504,0,1183,0,0,1,1,2,1,TA,6,Typ,0,NA,1981,Unf,1,308,TA,0,176,0,0,0,0,NA,0,6,2007,120000
451,70,5684.867373,5684,Inside,1Fam,1Story,6,8,1930,2005,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,813,813,Y,FuseA,813,0,0,813,0,0,1,0,2,1,Gd,5,Typ,0,NA,1932,Unf,1,270,Fa,0,113,0,0,0,0,NA,0,6,2006,110000
452,62,70761.1525,70761,Inside,1Fam,1Story,7,5,1975,1975,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,0,878,1533,Y,SBrkr,1533,0,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,TA,1975,Unf,2,576,TA,200,54,0,0,0,0,NA,0,12,2006,280000
453,,9303.794018,9303,Corner,1Fam,2Story,6,5,1996,1997,VinylSd,VinylSd,BrkFace,42,Gd,TA,PConc,Ex,TA,No,ALQ,742,0,130,872,Y,SBrkr,888,868,0,1756,1,0,2,1,3,1,TA,7,Typ,0,NA,1996,Fin,2,422,TA,144,122,0,0,0,0,NA,0,7,2007,204000
454,75,9000.832101,9000,Inside,1Fam,2Story,8,5,2008,2008,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,768,768,Y,SBrkr,786,804,0,1590,0,0,2,1,3,1,Gd,6,Typ,0,NA,2008,RFn,2,676,TA,0,30,0,0,0,0,NA,0,6,2009,210000
455,63,9297.57301,9297,Inside,Duplex,1Story,5,5,1976,1976,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,1606,0,122,1728,Y,SBrkr,1728,0,0,1728,2,0,2,0,4,2,TA,8,Typ,0,NA,1976,Unf,2,560,TA,0,0,0,0,0,0,NA,0,7,2006,188000
456,80,9600.37545,9600,Inside,1Fam,1Story,7,6,1973,1973,HdBoard,HdBoard,BrkFace,320,TA,TA,CBlock,TA,TA,No,ALQ,916,0,326,1242,Y,SBrkr,1242,0,0,1242,0,0,1,1,3,1,TA,6,Typ,1,TA,1973,Unf,2,528,TA,0,0,0,0,0,0,NA,0,9,2007,175500
457,34,4571.082042,4571,Inside,1Fam,2Story,5,5,1916,1950,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,624,624,N,SBrkr,624,720,0,1344,0,0,1,0,4,1,TA,7,Typ,0,NA,1916,Unf,3,513,Fa,0,0,96,0,0,0,NA,0,5,2008,98000
458,,53227.83793,53227,CulDSac,1Fam,1Story,4,6,1954,1994,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,0,248,1364,Y,SBrkr,1663,0,0,1663,1,0,1,0,2,1,Gd,6,Min1,2,Gd,1954,Fin,2,529,TA,224,137,0,0,0,0,NA,0,3,2008,256000
459,,5100.83017,5100,Inside,1Fam,2Story,8,7,1925,1996,Stucco,Wd Shng,None,0,TA,Gd,PConc,TA,TA,No,Unf,0,0,588,588,Y,SBrkr,833,833,0,1666,0,0,1,0,3,1,Gd,7,Typ,1,Gd,1925,Unf,1,228,TA,192,63,0,0,0,0,NA,0,6,2008,161000
460,,7015.362459,7015,Corner,1Fam,1.5Fin,5,4,1950,1950,MetalSd,MetalSd,BrkCmn,161,TA,TA,CBlock,TA,TA,No,LwQ,185,0,524,709,Y,SBrkr,979,224,0,1203,1,0,1,0,3,1,Gd,5,Typ,1,TA,1950,Unf,1,352,TA,0,0,248,0,0,0,NA,0,7,2009,110000
461,75,8004.222146,8004,Inside,1Fam,2Story,8,5,2009,2009,VinylSd,VinylSd,Stone,110,Gd,TA,PConc,Gd,TA,No,GLQ,544,0,288,832,Y,SBrkr,832,1103,0,1935,1,0,2,1,3,1,TA,8,Typ,0,NA,2009,Fin,2,552,TA,0,150,0,0,0,0,NA,0,12,2009,263435
462,60,7200.560386,7200,Inside,1Fam,2Story,7,9,1936,2007,Wd Sdng,Wd Sdng,None,0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,210,0,560,Y,SBrkr,575,560,0,1135,1,0,1,0,3,1,Gd,6,Typ,0,NA,1971,RFn,2,576,TA,256,0,0,0,0,0,NA,0,4,2009,155000
463,60,8281.214811,8281,Inside,1Fam,1Story,5,5,1965,1965,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,553,311,0,864,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,1965,Unf,1,360,TA,0,0,236,0,0,0,NA,0,12,2009,62383
464,74,11988.91289,11988,Inside,1Fam,2Story,6,7,1934,1995,Stucco,Stucco,None,0,TA,TA,CBlock,TA,TA,No,LwQ,326,0,389,715,Y,FuseA,849,811,0,1660,0,0,1,1,3,1,TA,6,Typ,1,Gd,1939,Unf,1,240,TA,0,0,0,0,0,0,NA,0,8,2008,188700
465,60,8430.623058,8430,Inside,1Fam,1Story,5,5,1978,1978,HdBoard,HdBoard,BrkFace,136,TA,TA,CBlock,Gd,TA,No,Rec,616,0,424,1040,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,8,2009,124000
466,,3072.0497,3072,Inside,TwnhsE,1Story,7,5,2004,2004,VinylSd,VinylSd,BrkFace,18,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1375,1375,Y,SBrkr,1414,0,0,1414,0,0,2,0,2,1,Gd,6,Typ,1,TA,2004,Fin,2,398,TA,144,20,0,0,0,0,NA,0,5,2006,178740
467,85,10628.87963,10628,Inside,1Fam,1Story,7,5,1970,1970,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,0,499,1277,Y,SBrkr,1277,0,0,1277,1,0,1,0,2,1,TA,5,Typ,1,Po,1970,Unf,2,526,TA,0,0,0,0,176,0,NA,0,4,2007,167000
468,79,9480.665214,9480,Inside,1Fam,2Story,5,7,1942,1995,MetalSd,MetalSd,Stone,224,TA,TA,CBlock,TA,TA,No,LwQ,386,0,342,728,Y,SBrkr,888,756,0,1644,0,0,1,1,3,1,Gd,7,Typ,2,Gd,1942,Unf,1,312,TA,168,0,0,0,0,0,NA,0,6,2007,146500
469,98,11428.61508,11428,Inside,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,Stone,248,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1626,1626,Y,SBrkr,1634,0,0,1634,0,0,2,0,3,1,Gd,7,Typ,1,Gd,2006,RFn,3,866,TA,0,44,0,0,0,0,NA,0,5,2007,250000
470,76,9291.888408,9291,Corner,1Fam,2Story,6,5,1993,1993,HdBoard,HdBoard,BrkFace,120,Gd,TA,PConc,Gd,TA,No,GLQ,426,0,406,832,Y,SBrkr,832,878,0,1710,0,0,2,1,3,1,Gd,7,Typ,0,NA,1993,RFn,2,506,TA,144,70,0,0,0,0,NA,0,6,2008,187000
471,,6820.79571,6820,Corner,TwnhsE,1Story,8,5,1985,1985,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,1120,0,1488,Y,SBrkr,1502,0,0,1502,1,0,1,1,1,1,Gd,4,Typ,0,NA,1985,RFn,2,528,TA,0,54,0,0,140,0,NA,0,6,2010,212000
472,92,11952.99554,11952,Inside,1Fam,2Story,7,6,1977,1977,WdShing,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0,0,808,808,Y,SBrkr,1161,808,0,1969,0,0,2,1,3,1,TA,8,Typ,1,Gd,1977,RFn,2,534,TA,0,0,0,0,276,0,NA,0,11,2007,190000
473,35,3675.585442,3675,Inside,TwnhsE,SLvl,6,5,2005,2005,VinylSd,VinylSd,BrkFace,80,TA,TA,PConc,Gd,TA,Gd,GLQ,459,0,88,547,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,NA,2005,RFn,2,525,TA,0,28,0,0,0,0,NA,0,6,2008,148000
474,110,14977.88717,14977,Inside,1Fam,1Story,8,5,2006,2007,VinylSd,VinylSd,BrkFace,304,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,0,626,1976,Y,SBrkr,1976,0,0,1976,1,0,2,0,2,1,Gd,7,Typ,1,Ex,2006,RFn,3,908,TA,250,63,0,0,0,0,NA,0,7,2007,440000
475,41,5330.53188,5330,Inside,TwnhsE,1Story,8,5,2000,2000,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,0,298,1494,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,0,NA,2000,RFn,2,499,TA,96,48,0,0,0,0,NA,0,8,2007,251000
476,80,8480.012991,8480,Corner,1Fam,1Story,5,6,1963,1963,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,GLQ,630,0,340,970,Y,SBrkr,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,NA,1996,Unf,2,624,TA,0,24,0,0,192,0,NA,0,7,2007,132500
477,75,13125.02176,13125,Inside,1Fam,1Story,6,5,1997,1998,VinylSd,VinylSd,BrkFace,215,TA,TA,PConc,Gd,TA,Gd,GLQ,994,0,484,1478,Y,SBrkr,1493,0,0,1493,1,0,2,0,3,1,Gd,7,Typ,1,TA,1997,Fin,2,508,TA,140,39,0,0,0,0,NA,0,4,2008,208900
478,105,13693.7683,13693,Inside,1Fam,2Story,9,5,2006,2006,VinylSd,VinylSd,BrkFace,772,Ex,TA,PConc,Gd,TA,Av,Unf,0,0,2153,2153,Y,SBrkr,2069,574,0,2643,0,0,2,1,3,1,Ex,9,Typ,1,Gd,2006,Fin,3,694,TA,414,84,0,0,0,0,NA,0,3,2007,380000
479,79,10637.31177,10637,Inside,1Fam,1Story,8,5,2007,2008,VinylSd,VinylSd,Stone,336,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,0,417,1705,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,2007,RFn,3,826,TA,208,44,0,0,0,0,NA,0,9,2009,297000
480,50,5925.481835,5925,Inside,1Fam,1Story,4,7,1937,2000,Stucco,Stucco,BrkCmn,435,TA,TA,BrkTil,Fa,TA,No,Rec,168,0,739,907,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,TA,7,Typ,0,NA,1995,Unf,2,672,TA,0,72,0,0,0,0,NA,0,3,2007,89471
481,98,16033.37774,16033,FR2,1Fam,1Story,9,5,2004,2005,VinylSd,VinylSd,BrkFace,378,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,0,572,1833,Y,SBrkr,1850,0,0,1850,1,0,2,0,3,1,Gd,8,Typ,1,Gd,2004,Fin,3,772,TA,519,112,0,0,0,0,NA,0,3,2006,326000
